name_img set classe
not_ncmg_1933_247_624x544 test " dog"
ny_nrm_1999_7446_624x544 test " boat"
es_tag_eastg1363_624x544 test " boat"
va_pc_2006aj4644_624x544 test " boat"
es_hfmu_1994_495_624x544 test " boat"
syo_don_donmg_487_63_624x544 train " diningtable"
dev_fht_pcf106_624x544 validation " horse"
dev_fht_pcf60_624x544 test " dog"
cw_fag_famag_1000_11_624x544 train " boat"
cw_ios_rn1253_624x544 train " boat horse"
va_pc_2006bh7571_624x544 test " boat"
war_sbt_74_624x544 train " bird"
ny_yam_260332_624x544 train " aeroplane"
ny_yam_260148_624x544 test " aeroplane boat"
lne_rafm_x001_2074_624x544 train " aeroplane"
ny_yam_260243_624x544 test " aeroplane"
ny_ppa_013_624x544 test " horse sheep"
war_leamg_207_624x544 test " horse"
ny_yag_yorag_208_624x544 test " bird"
not_badc_a46_624x544 validation " dog"
abd_aag_ag004413_624x544 train " horse"
gl_gm_716_624x544 train " dog"
pka_hos_h5414_624x544 train " dog"
pka_pkc_fa48_78_624x544 test " dog"
nsc_oic_pcf_8_v_624x544 train " dog"
edii_rsa_1993_254_624x544 train " dog"
ny_yag_yorag_427_624x544 test " dog"
not_ncmg_a_x_22_624x544 train " horse"
ny_yag_yorag_306_624x544 train " diningtable dog"
ny_yag_yorag_422_624x544 test " dog"
ny_yag_yorag_423_624x544 validation " dog"
ntiii_bli_pcf12_624x544 train " horse"
wyl_lmg_077_05_624x544 train " horse"
abd_mmu_13229_624x544 test " boat"
ss_dgs_wiwms_f1987_60_624x544 test " dog"
ny_yam_260207_624x544 test " aeroplane"
[] train " horse"
abd_ua_31197_624x544 train " diningtable"
abd_ua_30103_624x544 train " chair"
ss_nmof_t_1988_106_624x544 test " aeroplane"
war_rscc_27_624x544 test " chair"
ny_nrm_1979_7980_624x544 test " train"
llr_nelms_a_38_624x544 test " boat"
llr_nelms_a_103_624x544 test " chair diningtable"
ny_smg_sag_617_624x544 train " chair"
nfk_rnl_cr2002_42_624x544 train " dog"
llr_mull_1972_725_624x544 test " chair diningtable"
llr_mull_1985_15_624x544 validation " dog sheep"
ny_nrm_2002_7147_624x544 test " horse"
war_rscc_111_624x544 train " horse"
abd_ua_30027_624x544 train " chair diningtable"
war_leamg_343_624x544 test " chair"
cw_satc_g_3_624x544 test " chair"
bcn_pcc_3_624x544 test " chair"
not_uon_37_624x544 test " diningtable"
llr_lcngr_1995_3588_624x544 test " diningtable"
ny_nrm_2005_7423_624x544 train " chair"
war_rscc_131_624x544 test " horse"
war_herb_46_624x544 validation " chair"
cw_rcm_truri_1958_60_624x544 train " chair diningtable"
lne_rafm_fa04381_624x544 test " aeroplane dog"
lne_rafm_x003_2135_624x544 train " aeroplane"
abd_ua_30310_624x544 test " chair diningtable"
mer_wgm_w832_624x544 test " sheep"
gmii_sahs_f67_1975_624x544 test " sheep"
ci_rjah_12_624x544 test " cow"
nti_bsc_1145084_624x544 test " sheep"
ntiii_nost_959496_624x544 test " sheep"
nml_warg_wag_9551_624x544 train " sheep"
lse_dpg_dpg128_624x544 train " cow"
cw_rch_rch35_624x544 train " bird"
gac_gac_2050_624x544 train " sheep"
stf_wedsd_p_73_624x544 test " boat"
ntii_att_609109_624x544 validation " cow"
ntii_att_609110_624x544 test " cow"
ntii_att_609111_624x544 train " cow"
ntii_att_609112_624x544 test " cow"
ntii_att_609113_624x544 test " cow"
ntii_att_609116_624x544 test " cow"
ntii_att_609117_624x544 train " cow"
ntii_att_609121_624x544 train " cow"
hsw_hmag_208_624x544 test " cow"
edii_nmus_h_od106_624x544 train " cow"
ntii_att_609107_624x544 test " cow"
nfk_ncm_nwhcm_1982_197_2_624x544 validation " bird"
cbr_htm_woktm_t524_624x544 test " boat"
ny_nrm_1976_9415_624x544 test " boat"
not_noccl_alib2_624x544 train " dog"
llr_lams_l_f45_1936_1_0_624x544 test " horse"
abd_ari_ghat_94002_624x544 train " cow"
esx_chm_1985_080_624x544 test " dog"
war_leamg_389_624x544 train " diningtable"
cdn_rfh_a161_624x544 test " train"
esx_am_141_624x544 train " horse"
mer_vgm_2103_624x544 test " diningtable"
acc_acc_ac88_624x544 train " horse"
acc_acc_ac_44_624x544 test " bird boat"
cbr_pem_peqpm_pd1989_9_624x544 validation " horse"
ntiii_crag_1230255_624x544 test " sheep"
lan_lancm_lanlm_1991_11_4_624x544 test " cow"
abd_ua_31085_624x544 train " cow sheep"
ery_fup_u102_624x544 validation " cow"
tate_tate_n00607_10_624x544 train " dog"
wyr_cmbc_2001_401_624x544 test " dog"
ery_fup_u95_624x544 train " cow"
twms_sag_twcms_b3751_624x544 validation " dog sheep"
ss_dgd_0198_483_624x544 test " sheep"
hsw_dmag_1937_142_624x544 validation " dog"
not_ncmg_1938_142_624x544 train " bird cow dog sheep"
gl_gm_t_1976_04_624x544 test " train"
lan_harr_prsmg_p1414_624x544 train " sheep"
wyr_klmus_1985_2548_624x544 train " sheep"
es_brhm_bns_049_030_624x544 test " sheep"
wyr_klmus_1983_1572_624x544 test " sheep"
ny_wtb_pef270_624x544 test " boat"
war_ragm_lc024_townhall_624x544 train " boat"
nid_hic_1112b_624x544 test " horse"
nwm_bu_ol00224_624x544 test " dog"
ntiii_kedh_108890_624x544 train " horse"
ntiii_kedh_108891_624x544 train " horse"
ntiv_basp_temp3_624x544 train " dog"
cu_sj_262_624x544 train " bird"
stf_wag_op802_ii_624x544 train " boat"
not_ncmg_1947_26_624x544 train " chair diningtable"
war_nmag_78_624x544 train " chair diningtable"
cw_ios_rn5052_624x544 test " chair diningtable"
gac_gac_2274_624x544 train " boat"
sry_elm_23_1985_624x544 train " boat"
abd_mmu_13092_624x544 test " boat"
ny_ecm_temp16_624x544 train " boat"
nmm_nmmg_bhc3484_624x544 test " boat"
llr_nelms_a_211_624x544 test " boat"
iwm_iwm_ld_3125_624x544 train " boat"
llr_nelms_a_241_624x544 test " boat"
bcn_elym_pcf3_624x544 train " boat"
ny_yag_yorag_452_624x544 validation " cow horse"
ny_yag_yorag_453_624x544 validation " sheep"
som_wat_pcf5_624x544 test " boat"
ss_sayc_ayrrh_2012_0010_624x544 test " horse"
ny_yag_yorag_349_624x544 test " chair diningtable"
war_herb_439_624x544 train " bird"
[] validation " boat"
not_ncmg_1946_262_624x544 train " diningtable dog"
ny_smg_261_624x544 test " dog horse"
abd_aag_003952_624x544 test " boat"
war_sbt_29_624x544 test " boat horse"
abd_rgu_dscf7164_624x544 train " diningtable"
war_nmag_91_624x544 train " chair diningtable dog"
cw_phg_pezph_2005_40_624x544 train " boat"
not_ncmg_1932_44_624x544 train " horse"
stf_stkmg_1953_fa_29_624x544 train " diningtable"
not_ntmag_1997_19_624x544 test " diningtable"
llr_lcnug_1927_1750_624x544 test " chair"
acc_acc_ac_3057_624x544 validation " bird"
che_waga_rd_2701_624x544 train " horse"
nlw_nlw_gcf00949_624x544 train " horse"
csf_stg_04814_013_2_624x544 train " horse"
cbr_thma_1932_4_624x544 train " horse"
sw_npmag_1973_18_624x544 train " horse"
acnmw_acnmw_nmwa3006_624x544 train " horse"
nsc_abms_pehah_1984_229_624x544 test " horse"
wmrii_rcv_c31_624x544 train " horse"
wyr_klmus_1983_734_624x544 train " horse"
wyr_bmgh_7_1939_4_624x544 test " horse"
syo_don_donmg_715_75_624x544 test " horse"
syo_don_donmg_753_76_624x544 test " horse"
syo_don_donmg_743_76_624x544 test " horse"
llr_beauh_26_624x544 train " horse"
[] test " horse"
stc_erc_erc1024_624x544 test " horse"
som_al_pcf4_624x544 train " horse"
lan_ross_2001_08_03_624x544 test " dog horse"
stc_bmt_pa_190_624x544 train " dog horse"
nfk_the_thehm_1976_513_624x544 train " dog horse"
som_scms_282_2001_2_624x544 test " dog horse"
gmiii_mcag_1908_39_624x544 test " dog horse"
som_hm_a363_624x544 train " dog horse"
dur_ddbc_330_624x544 test " dog horse"
lan_lcms_lanms_1985_294_338_624x544 test " dog horse"
ntiii_erh_201457_624x544 test " dog horse"
va_pc_2006bh7699_624x544 train " horse"
bbo_uor_116_624x544 train " horse"
gmii_sahs_1947_232_624x544 train " horse"
hsw_rah_pcf03_624x544 test " horse"
gac_gac_0_749_624x544 test " horse"
mer_wgm_1228_624x544 train " horse"
lan_harr_prsmg_p910_624x544 test " horse"
wyl_lmg_130_08_624x544 test " horse"
som_amb_99_124_624x544 train " horse"
cam_ccf_450_624x544 validation " horse"
es_brhm_bns_004_02a_624x544 test " horse"
ny_yag_yorag_906_624x544 train " horse"
sw_abertmus_pcf5_624x544 test " horse"
wyr_wagy_a1_503_624x544 validation " horse"
gmii_sahs_f22_1975_624x544 test " dog horse"
che_whmw_1977_1518_624x544 test " horse"
wyl_artl_l_1287_624x544 train " horse"
hsw_rah_pcf16_624x544 validation " horse"
nml_warg_wag_2391_624x544 test " horse"
nml_warg_wag_2394_624x544 train " horse"
hsw_rsh_pcf05_624x544 test " horse"
cbr_dmb_08031_624x544 train " horse"
llr_lecc_l_f12_1950_0_0_624x544 train " dog horse"
cuii_nco_vpc_pp_058_624x544 validation " horse sheep"
nid_msman_2004_1159_624x544 test " horse"
sry_egm_pr339_624x544 train " horse"
mer_vgm_pcf_20_624x544 train " horse"
tate_tate_t01192_10_624x544 test " horse"
ntv_hg_198_624x544 train " horse"
gmiii_mcag_1935_157_624x544 train " horse"
tate_tate_t02058_10_624x544 train " horse"
edii_eca_ptg_0048_624x544 test " horse"
edii_lbf_pcf_09_624x544 test " horse"
cam_ccf_0363_624x544 test " horse"
wyl_lmg_157850_624x544 train " horse"
sw_ccitc_ccc_pcf28_624x544 test " horse"
nid_msman_2004_665_624x544 test " horse"
es_brhm_bns_060_004a_624x544 test " horse"
ntv_hg_229_624x544 validation " horse"
tate_tate_t06869_10_624x544 test " horse"
nml_warg_wag_2387_624x544 train " horse"
cbr_thma_1975_146_1_624x544 train " horse"
wyr_bmgh_1947_038_624x544 train " horse"
edii_eca_pcf223_624x544 test " horse"
hsw_wmag_1976_244_624x544 train " horse"
lse_hom_1980_299_624x544 train " horse"
hsw_hmag_9354_624x544 test " dog horse"
cam_ccf_kcl_dela2_624x544 train " horse"
syo_bha_90004080_624x544 train " horse"
syo_don_donmg_746_76_624x544 test " horse"
syo_rotmg_op_1977_40_624x544 train " horse"
cuii_nco_vpc_pp_041_624x544 train " horse"
cuii_nco_vpc_pp_042_624x544 test " horse"
shef_msh_vis_3004_624x544 train " horse"
iom_mnh_1992_0003_624x544 train " horse"
lsw_sgh_170941_12_2_624x544 train " horse"
cu_sj_17_624x544 test " horse"
wyl_artl_l_1828_624x544 train " horse"
tate_tate_n04696_10_624x544 validation " horse"
mer_wgm_w518_624x544 test " horse"
sry_rlm_caylc_t_2213_624x544 train " horse"
not_masmg_pa_30a_624x544 test " dog horse"
lan_ross_pa_112_624x544 train " horse"
wyl_lmg_077_07_624x544 test " horse"
wyl_lmg_077_27_624x544 train " horse"
wyl_lmg_077_10_624x544 validation " horse"
wyl_lmg_077_24_624x544 train " horse"
wyl_lmg_077_17_624x544 test " horse"
wyl_lmg_077_15_624x544 train " horse"
wyl_lmg_077_20_624x544 train " horse"
cbr_ahk_70_1021_624x544 test " horse"
not_nsdc_76_63_624x544 test " horse"
ntiv_pet_161739_624x544 test " horse"
ntiii_ang_515757_624x544 validation " horse"
dor_wemm_1973_3_1_624x544 train " horse"
nid_msman_2004_1186_624x544 train " horse"
ntv_hg_185_624x544 train " horse"
nid_nics_0574_624x544 validation " horse"
cdnii_bug_2011_6_624x544 test " horse"
tate_tate_n04750_10_624x544 train " horse"
llr_grin_pcf20_624x544 train " horse"
esx_am_152_624x544 train " horse"
esx_am_617_624x544 train " horse"
esx_am_152a_624x544 test " horse"
ny_ppa_014_624x544 validation " horse"
ery_bagg_1997_4_624x544 test " horse"
nti_ant_353025_624x544 train " horse"
gl_gm_35_240_624x544 train " horse"
nfk_ncm_nwhcm_1951_235_717_624x544 test " horse"
nfk_ncm_nwhcm_1991_1_26_624x544 test " horse"
acnmw_acnmw_da005127_624x544 test " horse"
wyr_bpm_b30_624x544 test " horse"
dur_b_1982_178_624x544 test " horse"
sw_mtm_767_992_624x544 validation " dog"
ny_yag_yorag_25_624x544 train " dog horse"
csf_stg_20952_002_624x544 train " horse"
lan_blag_211_624x544 test " horse"
stf_tc_11_624x544 train " horse"
dor_brc_borgm_00247_624x544 test " horse"
brm_bifa_59_3_624x544 train " horse"
va_pc_2007bp3898_624x544 validation " horse"
not_ncmg_1898_3_624x544 test " dog horse"
gmii_bam_0980_1915_624x544 train " dog horse"
nid_msman_2004_1184_624x544 train " horse"
nti_tyd_22847_624x544 test " horse"
llr_lcnug_1977_2787_624x544 test " horse"
llr_goh_ganoh4217_624x544 test " horse"
lan_harr_prsmg_p1239_624x544 train " horse"
lne_ecol_87_624x544 train " horse"
glw_cbca_1980_888_624x544 test " horse"
wyl_lu_lmg_lu_089_23_624x544 test " horse"
nlw_nlw_kwf00391_624x544 test " horse"
glw_cbca_1953_169_624x544 test " horse sheep"
dor_chrm_fa2007_383_624x544 train " horse sheep"
sry_dkm_1025__624x544 test " horse"
col_gag_680_624x544 train " horse"
va_pc_2007bl4052_624x544 test " horse"
wyr_bmgh_37_1968_624x544 test " horse"
ss_dgg_dggac_151r_624x544 train " horse"
es_mpr_wpl1_91_1_624x544 test " horse"
gmiii_whag_o_1910_3_624x544 test " horse"
cw_sit_03_624x544 train " horse"
wyl_lmg_142840_624x544 validation " horse"
gmiii_mcag_1920_533_624x544 test " horse"
dor_pom_1998_pm_443_624x544 validation " horse"
bbo_rm_32_624x544 test " horse"
dur_dbm_413_624x544 validation " horse"
cam_ccf_263_624x544 train " horse"
ntiii_ang_515459_624x544 train " horse"
bst_bmagg_k2811_624x544 train " horse"
ntiii_cal_290300_624x544 train " horse"
ngs_ngs_ng_2175_624x544 test " horse"
csf_stg_04814_013_1_624x544 train " horse"
dev_uex_pcf11_624x544 test " horse"
syo_don_donmg_428_61_624x544 test " horse"
war_leamg_198_624x544 test " horse"
twms_lag_twcms_b8131_624x544 train " horse"
wyr_bmgh_1960_007_624x544 test " horse"
nti_slp_she_p_71_624x544 train " horse"
cam_ccf_pd_37_2004_624x544 train " horse"
sfk_ccm_r_1990_58_15_624x544 test " horse"
ntii_ttt_1298435_624x544 test " horse"
syo_bha_90008598_624x544 train " horse"
syo_cg_cp_tr_293_624x544 train " horse"
shef_msh_vis_2271_624x544 test " horse"
not_masmg_pa_141_624x544 test " horse"
not_ncmg_1945_82_624x544 test " horse"
nti_sto_732225_624x544 test " horse"
nsc_mms_pcf_15_624x544 train " horse"
edii_eca_ptg_0529_624x544 test " horse"
va_pc_2006bd5631_624x544 validation " horse"
es_brhm_bns_079_026_624x544 train " horse"
cbr_thma_1975_146_2_624x544 test " horse"
wmr_raa_pl000349_624x544 test " horse"
wyr_bmgh_87_1971_118_624x544 validation " horse"
hmps_scag_496_624x544 test " horse"
sfk_ccm_r_1951_95a_624x544 test " horse"
wyr_bmgh_temp_227_624x544 test " horse"
wyr_bmgh_87_1971_119_624x544 test " horse"
cia_cia_lp_1997_xx_17_624x544 train " horse"
ci_jem_jmbc_pw_0000_00211_624x544 validation " horse"
bst_bmagg_k3003_624x544 test " horse"
abd_aag_002750_624x544 test " horse"
mer_wgm_1538_624x544 test " horse"
csf_ffm_cerff_1996_024_624x544 test " horse"
nfk_grl_grsrm_1976_27_624x544 test " horse"
llr_lcnug_1927_2236_624x544 test " horse"
ntiii_mel_926830_624x544 test " horse"
glw_cbca_1936_48_1_624x544 test " horse"
glw_cbca_1936_48_2_624x544 test " horse"
dur_dbm_2007_25_624x544 test " horse"
twms_sag_twcms_b4234_624x544 test " horse"
tate_tate_n05426_10_624x544 validation " horse"
ntii_gvh_622741_624x544 train " horse"
wlc_wlc_p232_624x544 test " horse"
dur_dbm_738_624x544 test " horse"
nml_llg_ll_3660_624x544 test " horse"
ny_yag_yorag_5_624x544 test " bird dog horse"
esx_am_16_624x544 test " horse"
stf_walg_p17_76_624x544 test " dog horse"
acc_acc_ac_5177_624x544 test " chair diningtable"
nts_tar_49_488_624x544 test " bird"
nid_nics_0451_624x544 train " boat"
nfk_gty_gryeh_1981_42_624x544 test " boat"
cw_hay_hay32_624x544 test " boat"
mer_wgm_7668_624x544 test " boat"
wyl_lmg_080_24_624x544 train " chair"
cw_phg_nelng_1991_19_624x544 train " boat"
cu_ky_aw120_624x544 test " boat"
va_pc_2006ap1997_624x544 train " boat"
shef_msh_vis_1476_624x544 train " boat"
nml_warg_wag_1364_624x544 train " boat"
acc_acc_acc7_1992_624x544 train " dog"
csf_stg_8035_000_624x544 test " sheep"
ci_jem_sja_0000_02914_624x544 validation " bird"
llr_lecc_l_f20_1935_3_0_624x544 train " horse"
csf_fife_kirmg_369_624x544 train " dog"
syo_don_donmg_temp_004_624x544 test " dog"
wyr_klmus_1989_87_624x544 train " dog"
ery_fup_u104_624x544 test " dog"
nlw_nlw_gcf01953_624x544 test " dog horse"
ny_ecm_temp11_624x544 train " dog horse"
wyr_klmus_1985_2602_624x544 test " dog horse"
llr_nelms_a_21_624x544 test " dog horse"
lan_harr_prsmg_p1930_624x544 train " dog"
ny_yfh_nt1984_023a_624x544 test " dog horse"
dun_uodj_arts_1506_624x544 train " dog"
bbo_tm_4_624x544 train " dog"
ny_nrm_1978_1460_624x544 test " horse"
glw_lyd_1993_088_624x544 train " dog"
nid_msman_2004_1172_624x544 validation " horse"
ntiii_bli_355575_624x544 test " horse"
hrt_stevm_28_2000_s_624x544 train " horse"
nid_msman_2004_1173_624x544 test " horse"
war_ragm_25_624x544 train " horse"
nid_msman_2004_1179_624x544 train " dog"
va_pc_2007bp0873_624x544 train " dog"
stf_wag_op362_624x544 test " boat"
ny_yam_260157_624x544 train " aeroplane"
cw_rch_rch72_624x544 test " dog"
war_nmag_88_624x544 test " dog"
acc_acc_ac_1945_624x544 test " chair"
abd_rgu_10014_624x544 test " dog"
ny_wtb_pef36_624x544 train " boat"
gl_gm_temp_15507_624x544 train " train"
acc_acc_ac_983_624x544 test " diningtable"
not_ncmg_1955_46_624x544 test " chair"
abd_rgu_dscf3637_624x544 train " bird diningtable"
cw_phg_nelng_1991_22_624x544 test " diningtable"
war_leamg_60_624x544 train " chair diningtable"
stf_stkmg_1932_fa_12_624x544 train " boat"
acc_acc_acc6_1986_624x544 test " bird"
ny_yag_yorag_253_624x544 test " bird cow"
stf_wag_op359_624x544 train " bird cow"
war_ragm_58_624x544 test " aeroplane"
not_ncmg_1907_1_624x544 validation " sheep"
ny_ppa_077_624x544 validation " chair diningtable"
llr_lams_l_f13_1955_0_0_624x544 train " bird"
cw_phg_pezph_2006_18_624x544 train " boat"
cw_rcp_a71_624x544 test " boat"
abd_aag_ag003439_624x544 test " boat"
acc_acc_acc4_1959_624x544 train " bird"
lan_lkh_lankh_200_1_624x544 test " horse"
llr_lams_l_f20_1952_0_0_624x544 test " boat"
not_ncmg_1953_106_624x544 train " dog"
not_ncmg_1938_60_624x544 test " horse"
abd_rgu_619_624x544 validation " chair"
lducs_uclac_pc5255_624x544 train " boat"
abd_rgu_dscf0435_624x544 test " chair"
stf_stkmg_1983_fa_1_1333_624x544 validation " chair"
war_herb_307_624x544 test " chair diningtable"
war_herb_504_624x544 train " chair dog"
acc_acc_ac_344_624x544 train " chair diningtable"
not_ncmg_1904_116_624x544 test " diningtable"
wmr_raa_03_616_624x544 train " diningtable"
ntiii_fel_1401168_624x544 train " cow"
cw_rcm_truri_1947_20_624x544 test " chair diningtable"
ny_yag_yorag_60_624x544 test " diningtable"
bcn_santc_3_624x544 test " bird diningtable"
bcn_santc_4_624x544 test " dog horse"
ash_ashm_wa1940_2_34_624x544 train " diningtable"
war_sbt_96_624x544 test " diningtable"
war_herb_141_624x544 train " chair"
llr_ntlms_1964_104_624x544 test " chair diningtable dog"
csf_stg_8000_000_624x544 test " cow"
ntiv_chah_pcf21_624x544 train " chair"
gmiii_mcag_1979_466_624x544 test " dog"
gl_gm_79_624x544 test " diningtable"
cw_sit_14_624x544 test " chair diningtable"
tate_tate_n05078_10_624x544 validation " diningtable"
cdn_well_v_17643_624x544 test " diningtable"
cdn_well_v_17644_624x544 train " diningtable"
cdn_well_v_17648_624x544 train " diningtable"
ny_yag_yorcm_da1194_624x544 test " chair"
ny_yag_yorcm_da1388_624x544 train " diningtable"
sfk_ccm_r_1965_1_624x544 test " dog"
bst_bmagg_k2832_624x544 test " dog"
ny_yag_yorag_725_624x544 train " chair"
not_ncmg_1969_111_624x544 train " diningtable"
gmi_toro_1229_624x544 test " sheep"
wyr_bmgh_1974_003_624x544 train " diningtable"
dur_dbm_439_624x544 test " dog"
dun_uodj_arts_835_1_624x544 test " chair"
nfk_ncm_nwhcm_1939_141_19m_624x544 train " diningtable"
ny_yag_yorcm_da1376_624x544 test " diningtable"
ny_yag_yorag_758_624x544 validation " chair"
abd_mmu_13199_624x544 test " boat"
tate_tate_t07323_10_624x544 test " dog"
abd_rgu_dscf0057_624x544 train " chair"
cw_rcm_truri_loan_261_10_624x544 test " chair"
cuii_gic_139_624x544 test " diningtable"
stf_wag_op879_624x544 train " sheep"
stf_nul_pac_156_88_624x544 train " train"
ny_yag_yorag_283_624x544 train " chair"
ny_nrm_1975_8535_624x544 test " diningtable"
not_ntu_bmc_90b_624x544 test " boat"
stf_nul_pac_265_88_624x544 test " boat"
ny_nrm_1996_7375_624x544 test " train"
cw_rcm_truri_2006____624x544 test " boat"
stf_wag_op200_624x544 train " horse"
llr_lams_l_f39_1990_0_0_624x544 test " cow horse"
ny_yag_yorag_498_624x544 train " boat"
ash_ashm_wa1949_185_624x544 train " cow"
nml_warg_wag_9273_624x544 test " dog"
ny_yag_yorag_266_624x544 validation " boat"
ny_yag_yorag_1013_624x544 test " horse"
ny_yag_yorag_1005_624x544 test " cow"
ntiv_hart_1548031_624x544 test " cow sheep"
gla_hag_43524_624x544 test " horse"
cam_ccf_362asterisk_624x544 test " dog"
war_herb_335_624x544 validation " chair"
hsw_otm_o_pa_5a_624x544 validation " train"
stf_sams_86_024_0417_624x544 test " horse"
ny_nrm_1977_5822_624x544 test " chair diningtable"
llr_grth_16_624x544 train " chair"
abd_ua_30206_624x544 test " chair"
ny_ymh_mhcpa_1906_1_624x544 validation " chair"
bcn_hrc_2_624x544 test " chair"
ny_mag_harag_431_624x544 test " diningtable"
ny_smg_648_624x544 test " chair"
ny_nrm_1976_9390_624x544 test " chair diningtable train"
bcn_madm_pcf1_624x544 train " train"
war_warms_10_624x544 test " dog horse"
ny_yma_445_624x544 test " chair horse"
ny_mag_harag_12_624x544 test " chair"
ny_nrm_1978_1587_624x544 test " dog"
war_sbt_92_624x544 train " chair"
ny_yag_yorag_983_624x544 test " chair"
cw_pen_08_624x544 test " chair"
war_leamg_329_624x544 validation " diningtable"
cuii_scco_74_624x544 train " dog"
abd_aag_ag000637_624x544 train " diningtable"
ny_nrm_1977_5773_624x544 test " chair"
ny_nrm_1996_7124_624x544 train " chair diningtable"
bcn_bbc_fp_136_624x544 test " chair"
ny_yag_yorag_1151_624x544 validation " diningtable"
abd_aag_2945_624x544 train " chair"
cw_phg_pezph_2004_27_624x544 train " chair"
llr_lcnug_1977_39_624x544 test " chair diningtable"
ny_nrm_1982_7296_624x544 test " diningtable"
col_mol_a24298_624x544 validation " horse"
ny_smg_266_624x544 validation " chair dog"
gl_gm_temp_21579_624x544 train " chair"
stf_nech_10_624x544 train " chair diningtable"
ny_yag_yorag_486_624x544 train " chair diningtable"
ntii_szc_998410_624x544 test " dog"
cw_phg_pezph_1989_65_624x544 test " cow"
cw_fag_famag_2002_9_19_624x544 test " diningtable"
acc_acc_ac_416_624x544 validation " chair diningtable"
shef_msh_vis_4712_624x544 train " diningtable"
ny_yag_yorag_1146_624x544 validation " chair diningtable"
stf_stcc_2_624x544 test " dog"
ntii_sgb_1271072_624x544 train " cow"
ci_rjah_6_624x544 train " cow"
llr_nelms_a_36_624x544 test " diningtable"
gmii_bmaa_bolmg_1975_197_624x544 train " dog"
stf_walg_gr_loan_16_02_624x544 train " diningtable"
lne_rafm_fa00005_624x544 validation " aeroplane"
ny_yam_260780_624x544 train " aeroplane"
brm_bmag_1928p596_624x544 train " boat"
ny_trc_cdc_pic004_624x544 test " chair diningtable"
not_ncfc_fc1_624x544 train " chair"
dur_du_18_750_624x544 train " chair diningtable"
dev_aham_2002_28_624x544 test " chair"
cw_rcm_truri_1959_4_7_624x544 train " chair diningtable"
stf_stkmg_1962_fa_7_624x544 train " chair diningtable"
abd_aag_003971_624x544 validation " chair"
bcn_bht_02_624x544 validation " chair diningtable"
ny_wtb_pef206_624x544 train " chair"
cw_pen_01_624x544 test " chair"
ny_smg_sag_1981_38_624x544 train " dog"
war_leamg_236_624x544 train " cow"
ny_yag_yorag_982_624x544 test " chair"
abd_aag_abdag004005_624x544 train " chair diningtable"
abd_aag_004004_624x544 test " chair diningtable"
tate_tate_t03423_10_624x544 train " horse"
ny_yag_yorag_382_624x544 train " chair diningtable"
ny_yfh_ct1984_300_624x544 train " chair diningtable"
ny_nrm_1977_5713_624x544 train " diningtable"
war_warsh_24_624x544 train " dog"
stc_pai_a0089e_624x544 train " chair"
bbo_oxatc_1_624x544 test " chair diningtable"
abd_ua_30044_624x544 validation " chair diningtable"
ny_nrm_2005_7424_624x544 train " chair"
abd_aag_2639_624x544 test " chair"
ny_nrm_1979_8052_624x544 train " train"
ny_yma_252_624x544 train " diningtable"
not_nocca_na11_624x544 test " chair dog"
lne_ems_2_46_ba1948_624x544 test " horse"
lne_bcmu_ldbcm_inv_33_624x544 train " horse"
glw_katm_pcf1_624x544 test " boat"
not_ntmag_1997_284_624x544 test " chair"
war_leamg_344_624x544 train " chair diningtable"
ny_smg_112_624x544 test " chair"
war_smhc_13_624x544 train " diningtable"
twms_lag_twcms_f13606_624x544 test " horse"
ny_yag_yorag_1128_624x544 train " chair diningtable"
ny_yag_yorag_217_624x544 test " chair diningtable"
bcn_bbc_fp_135_624x544 test " diningtable"
not_badc_a123_624x544 test " chair"
llr_lams_l_f258_1965_0_0_624x544 train " chair"
war_herb_435_624x544 validation " chair"
cw_ltc_ltc_04_624x544 test " chair"
stf_wag_op336_624x544 train " diningtable"
nid_bfc_pcf05_624x544 train " boat"
abd_ua_30114_624x544 train " chair"
gac_gac_2346_624x544 test " dog"
war_herb_26_624x544 train " horse"
bcn_which_1_624x544 test " chair"
abd_aag_ag014289_624x544 train " chair diningtable"
ny_smg_pic019_624x544 validation " diningtable"
cw_fag_famag_1000_58_624x544 test " chair diningtable"
abd_ua_30148_624x544 train " diningtable"
llr_nelms_pcf28_624x544 test " chair"
not_rth_rth03_624x544 validation " chair diningtable"
stf_stcc_4_624x544 test " chair"
abd_ua_30157_624x544 train " chair diningtable"
war_warms_5_624x544 validation " chair"
abd_ua_30161_624x544 test " chair diningtable"
bbo_bkcm_22_624x544 train " sheep"
ny_yfh_ct1984_296_624x544 test " diningtable"
hmp_lmglm_1997_455_624x544 train " diningtable"
llr_epwor_2009_285_624x544 test " chair diningtable"
llr_epwor_2009_284_624x544 test " horse"
llr_epwor_2009_283_624x544 test " horse"
llr_epwor_2009_307_624x544 train " boat cow"
bcn_hftc_01_624x544 test " chair diningtable"
stf_wedsd_p_293_624x544 train " boat"
ny_yag_yorag_1206_624x544 validation " chair"
ny_yag_yorag_1453_624x544 test " diningtable"
cw_fatc_ftcmc_0003_624x544 test " chair"
not_ncmg_1989_908_624x544 test " dog horse"
not_ntmag_1997_5_624x544 test " chair"
abd_ua_30085_624x544 test " diningtable"
col_gag_2158_624x544 test " chair"
abd_ua_32195_624x544 train " chair"
ny_nrm_1976_9307_624x544 test " diningtable"
stf_wedsd_p_207_624x544 test " chair"
cam_ccf_pd_95_1992_624x544 train " horse"
